file,method,missing_type,missing_percent,iter,column,imputer,f1_score,accuracy,mcc
NA_MNAR_50_0.csv,xgb,MNAR,50,0,Q_2265,xgb,0.9122807017543859,0.8846153846153846,0.765244276212619
NA_MNAR_50_0.csv,xgb,MNAR,50,0,Q_2300,xgb,0.5631067961165048,0.6511627906976745,0.34528056437006643
NA_MNAR_50_0.csv,xgb,MNAR,50,0,Q_2322,xgb,0.7653061224489796,0.6870748299319728,0.31008683647302115
NA_MNAR_50_0.csv,xgb,MNAR,50,0,Q_2347,xgb,,0.8273381294964028,
NA_MNAR_50_0.csv,xgb,MNAR,50,0,Q_2841,xgb,0.8603773584905661,0.7581699346405228,0.03344032777032302
NA_MNAR_50_0.csv,xgb,MNAR,50,0,Q_2862,xgb,0.5573770491803278,0.8111888111888111,0.5022685353793146
NA_MNAR_50_0.csv,xgb,MNAR,50,0,Q_2876,xgb,0.7707317073170732,0.7098765432098766,0.37630253390769847
NA_MNAR_50_0.csv,xgb,MNAR,50,0,Q_2890,xgb,0.9132075471698113,0.8424657534246576,0.15777542331854674
NA_MNAR_50_0.csv,xgb,MNAR,50,0,Q_2919,xgb,0.9416666666666667,0.8955223880597015,0.4892078103615985
NA_MNAR_50_0.csv,xgb,MNAR,50,0,Q_3144,xgb,0.42857142857142855,0.7714285714285715,0.33006965838705954
NA_MNAR_50_0.csv,xgb,MNAR,50,0,Q_3145,xgb,0.6962025316455697,0.6390977443609023,0.3131995405824966
NA_MNAR_50_0.csv,xgb,MNAR,50,0,Q_3153,xgb,0.06896551724137931,0.8111888111888111,0.016384160326888293
NA_MNAR_50_0.csv,xgb,MNAR,50,0,Q_3166,xgb,0.11428571428571428,0.8050314465408805,0.16097305943266801
NA_MNAR_50_0.csv,xgb,MNAR,50,0,Q_3169,xgb,0.5060240963855421,0.7515151515151515,0.3419426003362873
NA_MNAR_50_0.csv,xgb,MNAR,50,0,Q_3420,xgb,0.8372093023255814,0.7290322580645161,0.05117512646754949
NA_MNAR_40_1.csv,xgb,MNAR,40,1,Q_2265,xgb,0.8181818181818182,0.7454545454545455,0.4037542923972986
NA_MNAR_40_1.csv,xgb,MNAR,40,1,Q_2300,xgb,0.6526315789473685,0.6915887850467289,0.3963481191369962
NA_MNAR_40_1.csv,xgb,MNAR,40,1,Q_2322,xgb,0.7175572519083969,0.704,0.4067232408666645
NA_MNAR_40_1.csv,xgb,MNAR,40,1,Q_2347,xgb,0.897196261682243,0.8181818181818182,0.12756594053935613
NA_MNAR_40_1.csv,xgb,MNAR,40,1,Q_2841,xgb,0.85,0.7457627118644068,0.13063593209085606
NA_MNAR_40_1.csv,xgb,MNAR,40,1,Q_2862,xgb,0.43137254901960786,0.7661290322580645,0.37997017972570657
NA_MNAR_40_1.csv,xgb,MNAR,40,1,Q_2876,xgb,0.8280254777070064,0.7692307692307693,0.5002297266374367
NA_MNAR_40_1.csv,xgb,MNAR,40,1,Q_2890,xgb,0.9238095238095239,0.8620689655172413,0.24522716741087972
NA_MNAR_40_1.csv,xgb,MNAR,40,1,Q_2919,xgb,0.9278350515463918,0.8727272727272727,0.4077050456584014
NA_MNAR_40_1.csv,xgb,MNAR,40,1,Q_3144,xgb,0.4,0.7338709677419355,0.2816474017203975
NA_MNAR_40_1.csv,xgb,MNAR,40,1,Q_3145,xgb,0.6461538461538462,0.6349206349206349,0.2691046658259773
NA_MNAR_40_1.csv,xgb,MNAR,40,1,Q_3153,xgb,0.32,0.839622641509434,0.3476442877013172
NA_MNAR_40_1.csv,xgb,MNAR,40,1,Q_3166,xgb,0.23076923076923078,0.8275862068965517,0.32764154250807104
NA_MNAR_40_1.csv,xgb,MNAR,40,1,Q_3169,xgb,0.5084745762711864,0.768,0.36380259958252553
NA_MNAR_40_1.csv,xgb,MNAR,40,1,Q_3420,xgb,0.8864864864864865,0.8055555555555556,0.3115931983805578
NA_MAR_50_0.csv,xgb,MAR,50,0,Q_2265,xgb,0.7857142857142857,0.6942675159235668,0.27006006548576345
NA_MAR_50_0.csv,xgb,MAR,50,0,Q_2300,xgb,0.6702702702702703,0.6772486772486772,0.35454960949554504
NA_MAR_50_0.csv,xgb,MAR,50,0,Q_2322,xgb,0.5503355704697986,0.6358695652173914,0.3284776899412921
NA_MAR_50_0.csv,xgb,MAR,50,0,Q_2347,xgb,,,
NA_MAR_50_0.csv,xgb,MAR,50,0,Q_2841,xgb,0.9114754098360656,0.8457142857142858,0.38942895364787494
NA_MAR_50_0.csv,xgb,MAR,50,0,Q_2862,xgb,0.5454545454545454,0.8351648351648352,0.4992276043871708
NA_MAR_50_0.csv,xgb,MAR,50,0,Q_2876,xgb,,,
NA_MAR_50_0.csv,xgb,MAR,50,0,Q_2890,xgb,0.9126760563380282,0.8402061855670103,0.005018455851602061
NA_MAR_50_0.csv,xgb,MAR,50,0,Q_2919,xgb,0.9019607843137255,0.8275862068965517,0.2652146321364615
NA_MAR_50_0.csv,xgb,MAR,50,0,Q_3144,xgb,0.2608695652173913,0.7371134020618557,0.16268630474334428
NA_MAR_50_0.csv,xgb,MAR,50,0,Q_3145,xgb,0.6896551724137931,0.6210526315789474,0.2920330561236714
NA_MAR_50_0.csv,xgb,MAR,50,0,Q_3153,xgb,,,
NA_MAR_50_0.csv,xgb,MAR,50,0,Q_3166,xgb,0.2558139534883721,0.6502732240437158,0.02724252491694352
NA_MAR_50_0.csv,xgb,MAR,50,0,Q_3169,xgb,0.22784810126582278,0.695,0.05046473326893667
NA_MAR_50_0.csv,xgb,MAR,50,0,Q_3420,xgb,0.8743169398907104,0.7788461538461539,-0.033485043205531764
NA_MNAR_30_0.csv,xgb,MNAR,30,0,Q_2265,xgb,0.897196261682243,0.8690476190476191,0.7307582144180499
NA_MNAR_30_0.csv,xgb,MNAR,30,0,Q_2300,xgb,0.7254901960784313,0.7021276595744681,0.4024776312779696
NA_MNAR_30_0.csv,xgb,MNAR,30,0,Q_2322,xgb,0.7708333333333334,0.7215189873417721,0.4522191074786512
NA_MNAR_30_0.csv,xgb,MNAR,30,0,Q_2347,xgb,0.9176470588235294,0.851063829787234,0.20788046015507497
NA_MNAR_30_0.csv,xgb,MNAR,30,0,Q_2841,xgb,0.8741721854304636,0.7764705882352941,-0.056553463581555836
NA_MNAR_30_0.csv,xgb,MNAR,30,0,Q_2862,xgb,0.5238095238095238,0.7916666666666666,0.4491213113108666
NA_MNAR_30_0.csv,xgb,MNAR,30,0,Q_2876,xgb,0.7592592592592593,0.675,0.2946278254943948
NA_MNAR_30_0.csv,xgb,MNAR,30,0,Q_2890,xgb,0.9367088607594937,0.8850574712643678,0.3896631229634008
NA_MNAR_30_0.csv,xgb,MNAR,30,0,Q_2919,xgb,0.9239766081871345,0.865979381443299,0.39003206460322404
NA_MNAR_30_0.csv,xgb,MNAR,30,0,Q_3144,xgb,0.5217391304347826,0.8641975308641975,0.48134566458724487
NA_MNAR_30_0.csv,xgb,MNAR,30,0,Q_3145,xgb,0.72,0.7236842105263158,0.47824911034378487
NA_MNAR_30_0.csv,xgb,MNAR,30,0,Q_3153,xgb,0.375,0.8936170212765957,0.39315794629093703
NA_MNAR_30_0.csv,xgb,MNAR,30,0,Q_3166,xgb,0.46153846153846156,0.8526315789473684,0.43373389687400166
NA_MNAR_30_0.csv,xgb,MNAR,30,0,Q_3169,xgb,0.38461538461538464,0.8181818181818182,0.32962219835865675
NA_MNAR_30_0.csv,xgb,MNAR,30,0,Q_3420,xgb,0.8993288590604027,0.8255813953488372,0.3225118980911306
NA_MNAR_30_1.csv,xgb,MNAR,30,1,Q_2265,xgb,0.8495575221238938,0.7951807228915663,0.5639053932098806
NA_MNAR_30_1.csv,xgb,MNAR,30,1,Q_2300,xgb,0.6666666666666666,0.7195121951219512,0.4247821035644882
NA_MNAR_30_1.csv,xgb,MNAR,30,1,Q_2322,xgb,0.7415730337078652,0.7386363636363636,0.4866137507279352
NA_MNAR_30_1.csv,xgb,MNAR,30,1,Q_2347,xgb,0.9024390243902439,0.8222222222222222,-0.07630048782579374
NA_MNAR_30_1.csv,xgb,MNAR,30,1,Q_2841,xgb,0.8928571428571429,0.8085106382978723,0.11560484436511047
NA_MNAR_30_1.csv,xgb,MNAR,30,1,Q_2862,xgb,0.5128205128205128,0.7978723404255319,0.4412057617768817
NA_MNAR_30_1.csv,xgb,MNAR,30,1,Q_2876,xgb,0.7761194029850746,0.7029702970297029,0.34497337924383975
NA_MNAR_30_1.csv,xgb,MNAR,30,1,Q_2890,xgb,0.8905109489051095,0.8051948051948052,0.22397427013880528
NA_MNAR_30_1.csv,xgb,MNAR,30,1,Q_2919,xgb,0.8933333333333333,0.813953488372093,0.35701148050152703
NA_MNAR_30_1.csv,xgb,MNAR,30,1,Q_3144,xgb,0.4375,0.7567567567567568,0.4095529097181289
NA_MNAR_30_1.csv,xgb,MNAR,30,1,Q_3145,xgb,0.7627118644067796,0.6781609195402298,0.2700617121662704
NA_MNAR_30_1.csv,xgb,MNAR,30,1,Q_3153,xgb,,0.93,
NA_MNAR_30_1.csv,xgb,MNAR,30,1,Q_3166,xgb,0.2222222222222222,0.7692307692307693,0.10203622780140789
NA_MNAR_30_1.csv,xgb,MNAR,30,1,Q_3169,xgb,0.1,0.8,0.06852648609444158
NA_MNAR_30_1.csv,xgb,MNAR,30,1,Q_3420,xgb,0.8827586206896552,0.7976190476190477,0.23648753059914973
NA_MAR_20_1.csv,xgb,MAR,20,1,Q_2265,xgb,0.7323943661971831,0.7682926829268293,0.5473237306811041
NA_MAR_20_1.csv,xgb,MAR,20,1,Q_2300,xgb,0.6415094339622641,0.7246376811594203,0.4209144682082553
NA_MAR_20_1.csv,xgb,MAR,20,1,Q_2322,xgb,0.8888888888888888,0.9012345679012346,0.8
NA_MAR_20_1.csv,xgb,MAR,20,1,Q_2347,xgb,0.9043478260869565,0.8307692307692308,0.27330200870538696
NA_MAR_20_1.csv,xgb,MAR,20,1,Q_2841,xgb,0.8740740740740741,0.782051282051282,0.1588354502395742
NA_MAR_20_1.csv,xgb,MAR,20,1,Q_2862,xgb,0.47058823529411764,0.7534246575342466,0.39965431558844694
NA_MAR_20_1.csv,xgb,MAR,20,1,Q_2876,xgb,,,
NA_MAR_20_1.csv,xgb,MAR,20,1,Q_2890,xgb,0.9032258064516129,0.8285714285714286,0.3429971702850177
NA_MAR_20_1.csv,xgb,MAR,20,1,Q_2919,xgb,0.9137931034482759,0.84375,0.2765485065573063
NA_MAR_20_1.csv,xgb,MAR,20,1,Q_3144,xgb,,,
NA_MAR_20_1.csv,xgb,MAR,20,1,Q_3145,xgb,0.7317073170731707,0.6716417910447762,0.3291091890434819
NA_MAR_20_1.csv,xgb,MAR,20,1,Q_3153,xgb,,0.9358974358974359,
NA_MAR_20_1.csv,xgb,MAR,20,1,Q_3166,xgb,,,
NA_MAR_20_1.csv,xgb,MAR,20,1,Q_3169,xgb,0.5833333333333334,0.8275862068965517,0.5081245037849066
NA_MAR_20_1.csv,xgb,MAR,20,1,Q_3420,xgb,0.9107142857142857,0.8461538461538461,0.43301270189221935
NA_MAR_50_1.csv,xgb,MAR,50,1,Q_2265,xgb,0.8620689655172413,0.8212290502793296,0.6140273656397419
NA_MAR_50_1.csv,xgb,MAR,50,1,Q_2300,xgb,,,
NA_MAR_50_1.csv,xgb,MAR,50,1,Q_2322,xgb,,,
NA_MAR_50_1.csv,xgb,MAR,50,1,Q_2347,xgb,,0.8430232558139535,
NA_MAR_50_1.csv,xgb,MAR,50,1,Q_2841,xgb,0.8729641693811075,0.7833333333333333,0.1997276950501733
NA_MAR_50_1.csv,xgb,MAR,50,1,Q_2862,xgb,0.43956043956043955,0.7258064516129032,0.2949823825233288
NA_MAR_50_1.csv,xgb,MAR,50,1,Q_2876,xgb,0.7327586206896551,0.6630434782608695,0.2938303119895299
NA_MAR_50_1.csv,xgb,MAR,50,1,Q_2890,xgb,0.9230769230769231,0.8641304347826086,0.3458572319330373
NA_MAR_50_1.csv,xgb,MAR,50,1,Q_2919,xgb,0.8957055214723927,0.8210526315789474,0.2664909657729002
NA_MAR_50_1.csv,xgb,MAR,50,1,Q_3144,xgb,0.0392156862745098,0.711764705882353,0.05101197434088134
NA_MAR_50_1.csv,xgb,MAR,50,1,Q_3145,xgb,0.6233766233766234,0.5271739130434783,0.18139935397061757
NA_MAR_50_1.csv,xgb,MAR,50,1,Q_3153,xgb,,,
NA_MAR_50_1.csv,xgb,MAR,50,1,Q_3166,xgb,0.2222222222222222,0.8409090909090909,0.20339099908982122
NA_MAR_50_1.csv,xgb,MAR,50,1,Q_3169,xgb,0.26506024096385544,0.6611111111111111,0.08134212533111893
NA_MAR_50_1.csv,xgb,MAR,50,1,Q_3420,xgb,0.8945686900958466,0.8156424581005587,0.2901960615763952
NA_MCAR_40_1.csv,xgb,MCAR,40,1,Q_2265,xgb,0.819672131147541,0.7904761904761904,0.591451033900253
NA_MCAR_40_1.csv,xgb,MCAR,40,1,Q_2300,xgb,0.5625,0.6379310344827587,0.33516668754490375
NA_MCAR_40_1.csv,xgb,MCAR,40,1,Q_2322,xgb,0.7787610619469026,0.7787610619469026,0.5586206896551724
NA_MCAR_40_1.csv,xgb,MCAR,40,1,Q_2347,xgb,0.9381443298969072,0.8846153846153846,0.2606936229533505
NA_MCAR_40_1.csv,xgb,MCAR,40,1,Q_2841,xgb,0.8439306358381503,0.7428571428571429,0.18028068284313703
NA_MCAR_40_1.csv,xgb,MCAR,40,1,Q_2862,xgb,0.2857142857142857,0.625,0.033839152245105815
NA_MCAR_40_1.csv,xgb,MCAR,40,1,Q_2876,xgb,0.7843137254901961,0.7130434782608696,0.37684016536378095
NA_MCAR_40_1.csv,xgb,MCAR,40,1,Q_2890,xgb,,0.8301886792452831,
NA_MCAR_40_1.csv,xgb,MCAR,40,1,Q_2919,xgb,0.9074889867841409,0.8384615384615385,0.33884931389775247
NA_MCAR_40_1.csv,xgb,MCAR,40,1,Q_3144,xgb,0.4,0.8189655172413793,0.38504081343048147
NA_MCAR_40_1.csv,xgb,MCAR,40,1,Q_3145,xgb,0.725925925925926,0.6942148760330579,0.3879739412843769
NA_MCAR_40_1.csv,xgb,MCAR,40,1,Q_3153,xgb,0.11764705882352941,0.8695652173913043,0.1459886446467043
NA_MCAR_40_1.csv,xgb,MCAR,40,1,Q_3166,xgb,0.22857142857142856,0.7589285714285714,0.16789392295386976
NA_MCAR_40_1.csv,xgb,MCAR,40,1,Q_3169,xgb,0.4528301886792453,0.7622950819672131,0.3284649184734776
NA_MCAR_40_1.csv,xgb,MCAR,40,1,Q_3420,xgb,0.8947368421052632,0.8181818181818182,0.2608745973749754
NA_MCAR_10_0.csv,xgb,MCAR,10,0,Q_2265,xgb,0.8571428571428571,0.8285714285714286,0.648649304898973
NA_MCAR_10_0.csv,xgb,MCAR,10,0,Q_2300,xgb,0.4,0.6,0.12309149097933272
NA_MCAR_10_0.csv,xgb,MCAR,10,0,Q_2322,xgb,0.875,0.8181818181818182,0.6236095644623235
NA_MCAR_10_0.csv,xgb,MCAR,10,0,Q_2347,xgb,,0.88,
NA_MCAR_10_0.csv,xgb,MCAR,10,0,Q_2841,xgb,0.8813559322033898,0.7941176470588235,0.3138229572304239
