Type,Percent,Iter,Method,var_x,var_y,corr_complete,corr_imputed
MAR,30,8,miceSample,X4729,X4776,-0.039420938985009576,-0.04610780175546941
MAR,30,8,miceSample,X4729,X4780,-0.07511823494614298,-0.03206662617880912
MAR,30,8,miceSample,X4729,X4794,-0.019198646680501544,-0.0446254244981815
MAR,30,8,miceSample,X4729,X4828,0.2593770060105025,0.04232831421849959
MAR,30,8,miceSample,X4729,X4954,0.03339604365470998,0.018608299130937006
MAR,30,8,miceSample,X4729,X5196,0.08442936399243549,0.09915542930146724
MAR,30,8,miceSample,X4729,X5220,0.11297776096650695,0.03105916262423832
MAR,30,8,miceSample,X4729,X5226,-0.14181228161804507,-0.0658382028400269
MAR,30,8,miceSample,X4745,X4776,-0.04755867404892234,-0.051894243505069305
MAR,30,8,miceSample,X4745,X4780,0.022871412401678868,-0.019433576077180315
MAR,30,8,miceSample,X4745,X4794,0.32942204912556916,0.15840454301155793
MAR,30,8,miceSample,X4745,X4828,-0.03625601174099287,-0.0751253052002261
MAR,30,8,miceSample,X4745,X4954,0.05991069443423865,0.013709094397929928
MAR,30,8,miceSample,X4745,X5196,0.18851541041753805,0.034262260552697515
MAR,30,8,miceSample,X4745,X5220,0.2053009022573063,0.07839935320800402
MAR,30,8,miceSample,X4745,X5226,0.17814625364561698,0.0876384136749365
MAR,30,8,miceSample,X4776,X4780,0.20718306749297075,0.15554030091481527
MAR,30,8,miceSample,X4776,X4794,0.04744317966081159,-0.0007048259124381685
MAR,30,8,miceSample,X4776,X4828,0.0268928604497047,0.07584316553497006
MAR,30,8,miceSample,X4776,X4954,0.17110590491418556,0.11788230734121073
MAR,30,8,miceSample,X4776,X5196,0.010769979595619854,0.053091749465072335
MAR,30,8,miceSample,X4776,X5220,-0.035363841004637166,-0.020880274985683588
MAR,30,8,miceSample,X4776,X5226,-0.011809596141917369,0.01795848958116294
MAR,30,8,miceSample,X4780,X4794,0.03309907911159734,-0.0004901857862398554
MAR,30,8,miceSample,X4780,X4828,0.11338773642554473,0.11420602692839427
MAR,30,8,miceSample,X4780,X4954,0.11937327817625405,0.12412597597941119
MAR,30,8,miceSample,X4780,X5196,0.0075137545420497776,0.010592881202702763
MAR,30,8,miceSample,X4780,X5220,0.08540252551527888,0.08903419426852918
MAR,30,8,miceSample,X4780,X5226,0.08365805205931719,0.06188030931948212
MAR,30,8,miceSample,X4794,X4828,-0.10340253000749859,0.021651156616391623
MAR,30,8,miceSample,X4794,X4954,0.023889661829999725,0.12679302546981316
MAR,30,8,miceSample,X4794,X5196,0.07804819248859426,0.05488578736189261
MAR,30,8,miceSample,X4794,X5220,0.22125520449865627,0.08755461422518274
MAR,30,8,miceSample,X4794,X5226,0.293182992258981,0.10625429711403918
MAR,30,8,miceSample,X4828,X4954,0.0898312082395111,0.0721987012473715
MAR,30,8,miceSample,X4828,X5196,0.0867489979267865,0.014794624781546273
MAR,30,8,miceSample,X4828,X5220,-0.08470571522883175,-0.005818528054946211
MAR,30,8,miceSample,X4828,X5226,0.005257824127121005,0.005946714583503594
MAR,30,8,miceSample,X4954,X5196,0.05668076556096307,-0.06861180307681918
MAR,30,8,miceSample,X4954,X5220,0.01332638833778191,0.031632851212622805
MAR,30,8,miceSample,X4954,X5226,0.009115046960387117,-0.04816695355508646
MAR,30,8,miceSample,X5196,X5220,0.010876706757180532,-0.009882244578052276
MAR,30,8,miceSample,X5196,X5226,0.19674565372836075,0.14203634380675026
MAR,30,8,miceSample,X5220,X5226,0.22752331878378967,0.1838653356474829
MAR,30,8,mode,X4676,X4729,-0.13458643807329113,-0.06389730761508232
MAR,30,8,mode,X4676,X4745,0.28750101650468146,0.2927744882634844
MAR,30,8,mode,X4676,X4776,-0.13607275948655725,-0.061193167466668634
MAR,30,8,mode,X4676,X4780,0.03227066473069483,0.053184057808845275
MAR,30,8,mode,X4676,X4794,0.28726106556196107,0.26915352945297516
MAR,30,8,mode,X4676,X4828,-0.05016493268689705,0.030790720553183305
MAR,30,8,mode,X4676,X4954,-0.07620521767690396,0.04039235449189313
MAR,30,8,mode,X4676,X5196,0.14065543365021957,0.0987048039057213
MAR,30,8,mode,X4676,X5220,0.1580721727478751,0.10602993054121951
MAR,30,8,mode,X4676,X5226,0.31866359788405507,0.2679237161340115
MAR,30,8,mode,X4729,X4745,0.1877755227700502,0.07291237978313168
MAR,30,8,mode,X4729,X4776,-0.039420938985009576,0.006301127716608036
MAR,30,8,mode,X4729,X4780,-0.07511823494614298,-0.05759567111130673
MAR,30,8,mode,X4729,X4794,-0.019198646680501544,0.007562394578902187
MAR,30,8,mode,X4729,X4828,0.2593770060105025,0.1254404013005049
MAR,30,8,mode,X4729,X4954,0.03339604365470998,0.06734689489262774
MAR,30,8,mode,X4729,X5196,0.08442936399243549,0.07896517685549381
MAR,30,8,mode,X4729,X5220,0.11297776096650695,0.06402485074994194
MAR,30,8,mode,X4729,X5226,-0.14181228161804507,-0.05741954933121997
MAR,30,8,mode,X4745,X4776,-0.04755867404892234,-0.008381040347719993
MAR,30,8,mode,X4745,X4780,0.022871412401678868,0.03077505359404354
MAR,30,8,mode,X4745,X4794,0.32942204912556916,0.3918074847176628
MAR,30,8,mode,X4745,X4828,-0.03625601174099287,-0.010865576212346082
MAR,30,8,mode,X4745,X4954,0.05991069443423865,0.1242392137866417
MAR,30,8,mode,X4745,X5196,0.18851541041753805,0.09285553802239288
MAR,30,8,mode,X4745,X5220,0.2053009022573063,0.16322917981542834
MAR,30,8,mode,X4745,X5226,0.17814625364561698,0.26556417439673635
MAR,30,8,mode,X4776,X4780,0.20718306749297075,0.2506800501563097
MAR,30,8,mode,X4776,X4794,0.04744317966081159,0.14082604412907473
MAR,30,8,mode,X4776,X4828,0.0268928604497047,0.11040192734420524
MAR,30,8,mode,X4776,X4954,0.17110590491418556,0.21727616394684798
MAR,30,8,mode,X4776,X5196,0.010769979595619854,0.01076244005001246
MAR,30,8,mode,X4776,X5220,-0.035363841004637166,-0.046978630042561836
MAR,30,8,mode,X4776,X5226,-0.011809596141917369,0.032746410308869836
MAR,30,8,mode,X4780,X4794,0.03309907911159734,0.04547426357370204
MAR,30,8,mode,X4780,X4828,0.11338773642554473,0.13370144139965537
MAR,30,8,mode,X4780,X4954,0.11937327817625405,0.17241925222099788
MAR,30,8,mode,X4780,X5196,0.0075137545420497776,-0.025117894287646353
MAR,30,8,mode,X4780,X5220,0.08540252551527888,0.05835728536710707
MAR,30,8,mode,X4780,X5226,0.08365805205931719,0.056350325753370095
MAR,30,8,mode,X4794,X4828,-0.10340253000749859,0.06173130478930993
MAR,30,8,mode,X4794,X4954,0.023889661829999725,0.14285277443033473
MAR,30,8,mode,X4794,X5196,0.07804819248859426,0.04701350023592218
MAR,30,8,mode,X4794,X5220,0.22125520449865627,0.11773833505467918
MAR,30,8,mode,X4794,X5226,0.293182992258981,0.22466411327780303
MAR,30,8,mode,X4828,X4954,0.0898312082395111,0.17732848113075508
MAR,30,8,mode,X4828,X5196,0.0867489979267865,0.06775687641564689
MAR,30,8,mode,X4828,X5220,-0.08470571522883175,0.019022509794026466
MAR,30,8,mode,X4828,X5226,0.005257824127121005,0.11677885653676845
MAR,30,8,mode,X4954,X5196,0.05668076556096307,0.017172784276938968
MAR,30,8,mode,X4954,X5220,0.01332638833778191,0.014653110047846833
MAR,30,8,mode,X4954,X5226,0.009115046960387117,0.047645185814335606
MAR,30,8,mode,X5196,X5220,0.010876706757180532,-0.04896070410871963
MAR,30,8,mode,X5196,X5226,0.19674565372836075,0.1839565401814654
MAR,30,8,mode,X5220,X5226,0.22752331878378967,0.15500567118263875
MAR,30,9,missForest,X4676,X4729,-0.13458643807329113,-0.11681520160734427
MAR,30,9,missForest,X4676,X4745,0.28750101650468146,0.3097673917251936
MAR,30,9,missForest,X4676,X4776,-0.13607275948655725,-0.11876824697695416
MAR,30,9,missForest,X4676,X4780,0.03227066473069483,0.09118794229417417
MAR,30,9,missForest,X4676,X4794,0.28726106556196107,0.26138361599791904
MAR,30,9,missForest,X4676,X4828,-0.05016493268689705,-0.018938790393589748
MAR,30,9,missForest,X4676,X4954,-0.07620521767690396,-0.1295189693791981
MAR,30,9,missForest,X4676,X5196,0.14065543365021957,0.1410073939995448
MAR,30,9,missForest,X4676,X5220,0.1580721727478751,0.1889167991571121
MAR,30,9,missForest,X4676,X5226,0.31866359788405507,0.4170926019780253
MAR,30,9,missForest,X4729,X4745,0.1877755227700502,0.23149219614353517
MAR,30,9,missForest,X4729,X4776,-0.039420938985009576,-0.050963596133278395
MAR,30,9,missForest,X4729,X4780,-0.07511823494614298,-0.07071792417883853
MAR,30,9,missForest,X4729,X4794,-0.019198646680501544,0.009740332279731973
MAR,30,9,missForest,X4729,X4828,0.2593770060105025,0.27000002160000214
MAR,30,9,missForest,X4729,X4954,0.03339604365470998,0.09906588985212028
MAR,30,9,missForest,X4729,X5196,0.08442936399243549,0.06795160882623318
MAR,30,9,missForest,X4729,X5220,0.11297776096650695,0.0008460434907323634
MAR,30,9,missForest,X4729,X5226,-0.14181228161804507,-0.16245301495728215
MAR,30,9,missForest,X4745,X4776,-0.04755867404892234,-0.017704086194800954
MAR,30,9,missForest,X4745,X4780,0.022871412401678868,0.04803687463770757
MAR,30,9,missForest,X4745,X4794,0.32942204912556916,0.394167996518207
MAR,30,9,missForest,X4745,X4828,-0.03625601174099287,0.0975333594843656
MAR,30,9,missForest,X4745,X4954,0.05991069443423865,0.09083612739070976
MAR,30,9,missForest,X4745,X5196,0.18851541041753805,0.18465813011865984
MAR,30,9,missForest,X4745,X5220,0.2053009022573063,0.15775396252277699
MAR,30,9,missForest,X4745,X5226,0.17814625364561698,0.23235926924210748
MAR,30,9,missForest,X4776,X4780,0.20718306749297075,0.27311737011607473
MAR,30,9,missForest,X4776,X4794,0.04744317966081159,0.1410851405008355
MAR,30,9,missForest,X4776,X4828,0.0268928604497047,0.1595970606990512
MAR,30,9,missForest,X4776,X4954,0.17110590491418556,0.3382336513784325
MAR,30,9,missForest,X4776,X5196,0.010769979595619854,0.021947825642458525
MAR,30,9,missForest,X4776,X5220,-0.035363841004637166,0.013909718053358772
MAR,30,9,missForest,X4776,X5226,-0.011809596141917369,0.023798250360118425
MAR,30,9,missForest,X4780,X4794,0.03309907911159734,0.04803687463770745
MAR,30,9,missForest,X4780,X4828,0.11338773642554473,0.11974667059176136
MAR,30,9,missForest,X4780,X4954,0.11937327817625405,0.14843692962091207
MAR,30,9,missForest,X4780,X5196,0.0075137545420497776,-0.006287912730413266
MAR,30,9,missForest,X4780,X5220,0.08540252551527888,0.07211961168845059
MAR,30,9,missForest,X4780,X5226,0.08365805205931719,0.14786852880161747
MAR,30,9,missForest,X4794,X4828,-0.10340253000749859,0.04207321389521662
MAR,30,9,missForest,X4794,X4954,0.023889661829999725,0.057314417600713014
MAR,30,9,missForest,X4794,X5196,0.07804819248859426,0.031928411090035656
MAR,30,9,missForest,X4794,X5220,0.22125520449865627,0.17339452632845392
MAR,30,9,missForest,X4794,X5226,0.293182992258981,0.34289226305533355
MAR,30,9,missForest,X4828,X4954,0.0898312082395111,0.1866618383217732
MAR,30,9,missForest,X4828,X5196,0.0867489979267865,0.04772979216949409
MAR,30,9,missForest,X4828,X5220,-0.08470571522883175,0.1054591941895624
MAR,30,9,missForest,X4828,X5226,0.005257824127121005,0.07381543164351158
MAR,30,9,missForest,X4954,X5196,0.05668076556096307,-0.026882266372746964
MAR,30,9,missForest,X4954,X5220,0.01332638833778191,0.11620486326471306
MAR,30,9,missForest,X4954,X5226,0.009115046960387117,-0.05417678209918224
MAR,30,9,missForest,X5196,X5220,0.010876706757180532,-0.04874329769135784
MAR,30,9,missForest,X5196,X5226,0.19674565372836075,0.14284955129235077
MAR,30,9,missForest,X5220,X5226,0.22752331878378967,0.26397381018602445
MAR,30,9,mice,X4676,X4729,-0.13458643807329113,-0.04696914911105493
MAR,30,9,mice,X4676,X4745,0.28750101650468146,0.25258437462074196
MAR,30,9,mice,X4676,X4776,-0.13607275948655725,-0.12697724379562306
MAR,30,9,mice,X4676,X4780,0.03227066473069483,-0.015582434390160969
MAR,30,9,mice,X4676,X4794,0.28726106556196107,0.2053166932163954
MAR,30,9,mice,X4676,X4828,-0.05016493268689705,-0.18342755419713166
MAR,30,9,mice,X4676,X4954,-0.07620521767690396,-0.0877771403225634
MAR,30,9,mice,X4676,X5196,0.14065543365021957,0.26700648581562075
MAR,30,9,mice,X4676,X5220,0.1580721727478751,0.20113484250576386
MAR,30,9,mice,X4676,X5226,0.31866359788405507,0.2587552134649472
MAR,30,9,mice,X4729,X4745,0.1877755227700502,0.1488532612974576
MAR,30,9,mice,X4729,X4776,-0.039420938985009576,0.09003758073295422
MAR,30,9,mice,X4729,X4780,-0.07511823494614298,-0.026770453115142725
MAR,30,9,mice,X4729,X4794,-0.019198646680501544,-0.012597566070421284
MAR,30,9,mice,X4729,X4828,0.2593770060105025,0.23806170119274123
MAR,30,9,mice,X4729,X4954,0.03339604365470998,0.12148588173480473
MAR,30,9,mice,X4729,X5196,0.08442936399243549,0.12433898324082279
MAR,30,9,mice,X4729,X5220,0.11297776096650695,0.11833447570164754
MAR,30,9,mice,X4729,X5226,-0.14181228161804507,-0.11269262445397317
MAR,30,9,mice,X4745,X4776,-0.04755867404892234,-0.04014266366926259
MAR,30,9,mice,X4745,X4780,0.022871412401678868,0.008149928540068132
MAR,30,9,mice,X4745,X4794,0.32942204912556916,0.29999063681804583
MAR,30,9,mice,X4745,X4828,-0.03625601174099287,-0.023596478344588886
MAR,30,9,mice,X4745,X4954,0.05991069443423865,0.09241113293662918
MAR,30,9,mice,X4745,X5196,0.18851541041753805,0.12338276549964211
MAR,30,9,mice,X4745,X5220,0.2053009022573063,0.16067417904641634
MAR,30,9,mice,X4745,X5226,0.17814625364561698,0.15895372495995683
MAR,30,9,mice,X4776,X4780,0.20718306749297075,0.14535503462198168
MAR,30,9,mice,X4776,X4794,0.04744317966081159,0.08397895794708322
MAR,30,9,mice,X4776,X4828,0.0268928604497047,0.15669446848883012
MAR,30,9,mice,X4776,X4954,0.17110590491418556,0.1400005322810588
MAR,30,9,mice,X4776,X5196,0.010769979595619854,-0.08166937283885999
MAR,30,9,mice,X4776,X5220,-0.035363841004637166,0.02967667821916359
MAR,30,9,mice,X4776,X5226,-0.011809596141917369,-0.0024801961588653324
MAR,30,9,mice,X4780,X4794,0.03309907911159734,-0.05453961491358086
MAR,30,9,mice,X4780,X4828,0.11338773642554473,0.08535877730780404
MAR,30,9,mice,X4780,X4954,0.11937327817625405,0.1279775945293519
MAR,30,9,mice,X4780,X5196,0.0075137545420497776,-0.25714681341336015
MAR,30,9,mice,X4780,X5220,0.08540252551527888,-0.04577599582908653
MAR,30,9,mice,X4780,X5226,0.08365805205931719,-0.02556992387326078
MAR,30,9,mice,X4794,X4828,-0.10340253000749859,0.06278671473970715
MAR,30,9,mice,X4794,X4954,0.023889661829999725,0.0835946901674673
MAR,30,9,mice,X4794,X5196,0.07804819248859426,0.13476461902754763
MAR,30,9,mice,X4794,X5220,0.22125520449865627,0.182685454249785
MAR,30,9,mice,X4794,X5226,0.293182992258981,0.16928250891993013
MAR,30,9,mice,X4828,X4954,0.0898312082395111,0.14984652679537494
MAR,30,9,mice,X4828,X5196,0.0867489979267865,-0.15558587603410326
MAR,30,9,mice,X4828,X5220,-0.08470571522883175,-0.2587107415221916
MAR,30,9,mice,X4828,X5226,0.005257824127121005,-0.048615279266412376
MAR,30,9,mice,X4954,X5196,0.05668076556096307,0.01484310367957193
MAR,30,9,mice,X4954,X5220,0.01332638833778191,-0.058007179499160975
MAR,30,9,mice,X4954,X5226,0.009115046960387117,-0.09031740409039624
MAR,30,9,mice,X5196,X5220,0.010876706757180532,0.19389081531891944
MAR,30,9,mice,X5196,X5226,0.19674565372836075,0.20406639173402047
MAR,30,9,mice,X5220,X5226,0.22752331878378967,0.2926334368424239
MAR,30,9,miceCART,X4676,X4729,-0.13458643807329113,-0.1694188067614348
MAR,30,9,miceCART,X4676,X4745,0.28750101650468146,0.1819329908312526
MAR,30,9,miceCART,X4676,X4776,-0.13607275948655725,-0.05925063964103967
MAR,30,9,miceCART,X4676,X4780,0.03227066473069483,0.06764177353822094
MAR,30,9,miceCART,X4676,X4794,0.28726106556196107,0.19344426068566134
MAR,30,9,miceCART,X4676,X4828,-0.05016493268689705,-0.019567650737435202
MAR,30,9,miceCART,X4676,X4954,-0.07620521767690396,-0.06390227991752372
MAR,30,9,miceCART,X4676,X5196,0.14065543365021957,0.07937823226606694
MAR,30,9,miceCART,X4676,X5220,0.1580721727478751,0.10185867012041586
MAR,30,9,miceCART,X4676,X5226,0.31866359788405507,0.28498295914663513
MAR,30,9,miceCART,X4729,X4745,0.1877755227700502,0.15821058114675016
MAR,30,9,miceCART,X4729,X4776,-0.039420938985009576,-0.026242676329613055
MAR,30,9,miceCART,X4729,X4780,-0.07511823494614298,-0.0846763216739589
MAR,30,9,miceCART,X4729,X4794,-0.019198646680501544,-0.009344519058038446
MAR,30,9,miceCART,X4729,X4828,0.2593770060105025,0.29481947084199606
MAR,30,9,miceCART,X4729,X4954,0.03339604365470998,0.017296236468551992
MAR,30,9,miceCART,X4729,X5196,0.08442936399243549,0.020830953528182743
MAR,30,9,miceCART,X4729,X5220,0.11297776096650695,-0.057268273398129184
MAR,30,9,miceCART,X4729,X5226,-0.14181228161804507,-0.17429021825737154
MAR,30,9,miceCART,X4745,X4776,-0.04755867404892234,-0.04887086792554498
MAR,30,9,miceCART,X4745,X4780,0.022871412401678868,0.02187233869822297
MAR,30,9,miceCART,X4745,X4794,0.32942204912556916,0.29001750964234335
MAR,30,9,miceCART,X4745,X4828,-0.03625601174099287,0.009647282591339268
MAR,30,9,miceCART,X4745,X4954,0.05991069443423865,0.014585754997599126
MAR,30,9,miceCART,X4745,X5196,0.18851541041753805,0.144924028815011
MAR,30,9,miceCART,X4745,X5220,0.2053009022573063,0.14671534531236868
MAR,30,9,miceCART,X4745,X5226,0.17814625364561698,0.15876030813580919
MAR,30,9,miceCART,X4776,X4780,0.20718306749297075,0.2071830674929707
MAR,30,9,miceCART,X4776,X4794,0.04744317966081159,0.007399086211474017
MAR,30,9,miceCART,X4776,X4828,0.0268928604497047,0.13870590021496326
MAR,30,9,miceCART,X4776,X4954,0.17110590491418556,0.21798412611598394
MAR,30,9,miceCART,X4776,X5196,0.010769979595619854,0.061494542697533704
MAR,30,9,miceCART,X4776,X5220,-0.035363841004637166,0.012053895623961476
MAR,30,9,miceCART,X4776,X5226,-0.011809596141917369,0.06295295665802626
MAR,30,9,miceCART,X4780,X4794,0.03309907911159734,0.02387437151100074
MAR,30,9,miceCART,X4780,X4828,0.11338773642554473,0.0967691794117378
MAR,30,9,miceCART,X4780,X4954,0.11937327817625405,0.10589739224291163
MAR,30,9,miceCART,X4780,X5196,0.0075137545420497776,0.017511067208456205
MAR,30,9,miceCART,X4780,X5220,0.08540252551527888,0.031635692541723444
MAR,30,9,miceCART,X4780,X5226,0.08365805205931719,0.1172242234461212
MAR,30,9,miceCART,X4794,X4828,-0.10340253000749859,0.06692922015971899
MAR,30,9,miceCART,X4794,X4954,0.023889661829999725,0.005224982030256283
MAR,30,9,miceCART,X4794,X5196,0.07804819248859426,0.02374839294296781
MAR,30,9,miceCART,X4794,X5220,0.22125520449865627,0.15670776519404225
MAR,30,9,miceCART,X4794,X5226,0.293182992258981,0.18142731959919522
MAR,30,9,miceCART,X4828,X4954,0.0898312082395111,0.15746527359307746
MAR,30,9,miceCART,X4828,X5196,0.0867489979267865,0.09218494003803814
MAR,30,9,miceCART,X4828,X5220,-0.08470571522883175,0.01288649877972859
MAR,30,9,miceCART,X4828,X5226,0.005257824127121005,0.04412639369033568
MAR,30,9,miceCART,X4954,X5196,0.05668076556096307,-0.023396513073374255
MAR,30,9,miceCART,X4954,X5220,0.01332638833778191,0.10019898259495302
MAR,30,9,miceCART,X4954,X5226,0.009115046960387117,-0.0872473834562318
MAR,30,9,miceCART,X5196,X5220,0.010876706757180532,0.005942956844251052
MAR,30,9,miceCART,X5196,X5226,0.19674565372836075,0.1789386442768216
MAR,30,9,miceCART,X5220,X5226,0.22752331878378967,0.21579815393839688
MAR,30,9,micePMM,X4676,X4729,-0.13458643807329113,-0.09673788612063067
MAR,30,9,micePMM,X4676,X4745,0.28750101650468146,0.29450503031147945
MAR,30,9,micePMM,X4676,X4776,-0.13607275948655725,-0.12906982324980526
MAR,30,9,micePMM,X4676,X4780,0.03227066473069483,0.09025603327411397
MAR,30,9,micePMM,X4676,X4794,0.28726106556196107,0.20222404644648703
MAR,30,9,micePMM,X4676,X4828,-0.05016493268689705,-0.0006718585873743182
MAR,30,9,micePMM,X4676,X4954,-0.07620521767690396,-0.14062939116623593
MAR,30,9,micePMM,X4676,X5196,0.14065543365021957,0.17537039174261426
MAR,30,9,micePMM,X4676,X5220,0.1580721727478751,0.15804828968869003
MAR,30,9,micePMM,X4676,X5226,0.31866359788405507,0.342803715999502
MAR,30,9,micePMM,X4729,X4745,0.1877755227700502,0.11958364439654061
MAR,30,9,micePMM,X4729,X4776,-0.039420938985009576,-0.025792150449205464
MAR,30,9,micePMM,X4729,X4780,-0.07511823494614298,-0.07490137259420372
MAR,30,9,micePMM,X4729,X4794,-0.019198646680501544,-0.02935890557344592
MAR,30,9,micePMM,X4729,X4828,0.2593770060105025,0.3155921273093126
MAR,30,9,micePMM,X4729,X4954,0.03339604365470998,0.0757954002230839
MAR,30,9,micePMM,X4729,X5196,0.08442936399243549,0.0980518746411184
MAR,30,9,micePMM,X4729,X5220,0.11297776096650695,0.08139645186533113
MAR,30,9,micePMM,X4729,X5226,-0.14181228161804507,-0.16944297754659107
MAR,30,9,micePMM,X4745,X4776,-0.04755867404892234,-0.07849871311425266
MAR,30,9,micePMM,X4745,X4780,0.022871412401678868,0.06966450445061007
MAR,30,9,micePMM,X4745,X4794,0.32942204912556916,0.2609868292822923
MAR,30,9,micePMM,X4745,X4828,-0.03625601174099287,0.0010920226192114228
MAR,30,9,micePMM,X4745,X4954,0.05991069443423865,0.07499602841440198
MAR,30,9,micePMM,X4745,X5196,0.18851541041753805,0.06526149940903853
MAR,30,9,micePMM,X4745,X5220,0.2053009022573063,0.19239703491440382
MAR,30,9,micePMM,X4745,X5226,0.17814625364561698,0.23066165755777512
MAR,30,9,micePMM,X4776,X4780,0.20718306749297075,0.2613329729665262
MAR,30,9,micePMM,X4776,X4794,0.04744317966081159,0.03738384590313915
MAR,30,9,micePMM,X4776,X4828,0.0268928604497047,0.18599134020582667
MAR,30,9,micePMM,X4776,X4954,0.17110590491418556,0.1967450815257564
MAR,30,9,micePMM,X4776,X5196,0.010769979595619854,0.03388710066222519
MAR,30,9,micePMM,X4776,X5220,-0.035363841004637166,0.029772113832855416
MAR,30,9,micePMM,X4776,X5226,-0.011809596141917369,0.001359993635244726
MAR,30,9,micePMM,X4780,X4794,0.03309907911159734,0.09152727734018512
MAR,30,9,micePMM,X4780,X4828,0.11338773642554473,0.08754048567063853
MAR,30,9,micePMM,X4780,X4954,0.11937327817625405,0.2168786012429176
MAR,30,9,micePMM,X4780,X5196,0.0075137545420497776,0.0006631509700807204
MAR,30,9,micePMM,X4780,X5220,0.08540252551527888,0.07697189114919958
MAR,30,9,micePMM,X4780,X5226,0.08365805205931719,0.1007483919165359
MAR,30,9,micePMM,X4794,X4828,-0.10340253000749859,0.041061905531855694
MAR,30,9,micePMM,X4794,X4954,0.023889661829999725,-0.029358905573445934
MAR,30,9,micePMM,X4794,X5196,0.07804819248859426,0.12842989099099322
MAR,30,9,micePMM,X4794,X5220,0.22125520449865627,0.13505098285883999
MAR,30,9,micePMM,X4794,X5226,0.293182992258981,0.2866073525581366
MAR,30,9,micePMM,X4828,X4954,0.0898312082395111,0.1580507103415655
MAR,30,9,micePMM,X4828,X5196,0.0867489979267865,0.05156014946716852
MAR,30,9,micePMM,X4828,X5220,-0.08470571522883175,0.02838669527959859
MAR,30,9,micePMM,X4828,X5226,0.005257824127121005,0.059030704473393716
MAR,30,9,micePMM,X4954,X5196,0.05668076556096307,-0.055453502367727475
MAR,30,9,micePMM,X4954,X5220,0.01332638833778191,0.06321547288642528
MAR,30,9,micePMM,X4954,X5226,0.009115046960387117,-0.007286048034503353
MAR,30,9,micePMM,X5196,X5220,0.010876706757180532,0.06793225108497095
MAR,30,9,micePMM,X5196,X5226,0.19674565372836075,0.1348880653909817
MAR,30,9,micePMM,X5220,X5226,0.22752331878378967,0.19966389357629122
MAR,30,9,miceRF,X4676,X4729,-0.13458643807329113,-0.05312093768545677
MAR,30,9,miceRF,X4676,X4745,0.28750101650468146,0.2056190105887024
MAR,30,9,miceRF,X4676,X4776,-0.13607275948655725,-0.094908253187629
MAR,30,9,miceRF,X4676,X4780,0.03227066473069483,0.04724202242893867
MAR,30,9,miceRF,X4676,X4794,0.28726106556196107,0.22416403001494906
MAR,30,9,miceRF,X4676,X4828,-0.05016493268689705,-0.0437504734105579
MAR,30,9,miceRF,X4676,X4954,-0.07620521767690396,-0.1471179867424347
MAR,30,9,miceRF,X4676,X5196,0.14065543365021957,0.12041687813496986
MAR,30,9,miceRF,X4676,X5220,0.1580721727478751,0.10215541470471248
MAR,30,9,miceRF,X4676,X5226,0.31866359788405507,0.28205603772853616
MAR,30,9,miceRF,X4729,X4745,0.1877755227700502,0.1697601466216589
MAR,30,9,miceRF,X4729,X4776,-0.039420938985009576,-0.0450302209287126
MAR,30,9,miceRF,X4729,X4780,-0.07511823494614298,-0.06717506924058841
MAR,30,9,miceRF,X4729,X4794,-0.019198646680501544,-0.02240784333645345
MAR,30,9,miceRF,X4729,X4828,0.2593770060105025,0.23304018954097092
MAR,30,9,miceRF,X4729,X4954,0.03339604365470998,0.12744618395303334
MAR,30,9,miceRF,X4729,X5196,0.08442936399243549,0.058647194059424486
MAR,30,9,miceRF,X4729,X5220,0.11297776096650695,0.03735302454176665
MAR,30,9,miceRF,X4729,X5226,-0.14181228161804507,-0.06126911070257289
MAR,30,9,miceRF,X4745,X4776,-0.04755867404892234,-0.06783438861527967
MAR,30,9,miceRF,X4745,X4780,0.022871412401678868,0.03149872944562586
MAR,30,9,miceRF,X4745,X4794,0.32942204912556916,0.21833320911652324
MAR,30,9,miceRF,X4745,X4828,-0.03625601174099287,0.06512420513333013
MAR,30,9,miceRF,X4745,X4954,0.05991069443423865,0.057993736575615226
MAR,30,9,miceRF,X4745,X5196,0.18851541041753805,0.1677621224489374
MAR,30,9,miceRF,X4745,X5220,0.2053009022573063,0.19080288497358786
MAR,30,9,miceRF,X4745,X5226,0.17814625364561698,0.17048966726394235
MAR,30,9,miceRF,X4776,X4780,0.20718306749297075,0.27311737011607456
MAR,30,9,miceRF,X4776,X4794,0.04744317966081159,0.12079711167397959
MAR,30,9,miceRF,X4776,X4828,0.0268928604497047,0.14092526783250214
MAR,30,9,miceRF,X4776,X4954,0.17110590491418556,0.2023989930164237
MAR,30,9,miceRF,X4776,X5196,0.010769979595619854,0.03350653295120363
MAR,30,9,miceRF,X4776,X5220,-0.035363841004637166,-0.028745758717871613
MAR,30,9,miceRF,X4776,X5226,-0.011809596141917369,0.021440924321854543
MAR,30,9,miceRF,X4780,X4794,0.03309907911159734,0.056350325753370116
MAR,30,9,miceRF,X4780,X4828,0.11338773642554473,0.10545768596651346
MAR,30,9,miceRF,X4780,X4954,0.11937327817625405,0.1415474673283826
MAR,30,9,miceRF,X4780,X5196,0.0075137545420497776,0.004513790545723702
MAR,30,9,miceRF,X4780,X5220,0.08540252551527888,0.0707179241788387
MAR,30,9,miceRF,X4780,X5226,0.08365805205931719,0.10672710125333225
MAR,30,9,miceRF,X4794,X4828,-0.10340253000749859,0.004898122389137626
