Question,Method,Type,Percent,Iter,RMSE,Mean Percent Bias,Accuracy,Precision,Recall,F1 score,Matthews Correlation
X4828,mode,MAR,10,8,0.4662524041201569,21.73913043478261,0.782608695652174,0.782608695652174,1.0,0.878048780487805,0.0
X4954,mode,MAR,10,8,0.39528470752104744,15.625,0.84375,0.84375,1.0,0.9152542372881356,0.0
X5132,mode,MAR,10,8,0.31622776601683794,10.0,0.9,0.0,0.0,0.0,0.0
X5137,mode,MAR,10,8,0.2970442628930023,8.823529411764707,0.9117647058823529,0.0,0.0,0.0,0.0
X5196,mode,MAR,10,8,0.4330127018922193,18.75,0.8125,0.0,0.0,0.0,0.0
X5220,mode,MAR,10,8,0.4364357804719847,19.047619047619047,0.8095238095238095,0.0,0.0,0.0,0.0
X5226,mode,MAR,10,8,0.512989176042577,26.31578947368421,0.7368421052631579,0.7368421052631579,1.0,0.8484848484848484,0.0
X4654,mode,MAR,10,9,0.17149858514250885,2.941176470588235,0.9705882352941176,0.9705882352941176,1.0,0.9850746268656716,0.0
X4676,mode,MAR,10,9,0.6666666666666666,44.44444444444444,0.5555555555555556,0.5555555555555556,1.0,0.7142857142857143,0.0
X4729,mode,MAR,10,9,0.4472135954999579,20.0,0.8,0.8,1.0,0.888888888888889,0.0
X4745,mode,MAR,10,9,0.6030226891555273,36.36363636363637,0.6363636363636364,0.6363636363636364,1.0,0.7777777777777778,0.0
X4776,mode,MAR,10,9,0.282842712474619,8.0,0.92,0.92,1.0,0.9583333333333334,0.0
X4780,mode,MAR,10,9,0.0,0.0,1.0,1.0,1.0,1.0,
X4794,mode,MAR,10,9,0.6123724356957945,37.5,0.625,0.625,1.0,0.7692307692307693,0.0
X4827,mode,MAR,10,9,0.0,0.0,1.0,1.0,1.0,1.0,
X4828,mode,MAR,10,9,0.512989176042577,26.31578947368421,0.7368421052631579,0.7368421052631579,1.0,0.8484848484848484,0.0
X4954,mode,MAR,10,9,0.3535533905932738,12.5,0.875,0.875,1.0,0.9333333333333333,0.0
X5132,mode,MAR,10,9,0.22645540682891915,5.128205128205128,0.9487179487179487,0.0,0.0,0.0,0.0
X5137,mode,MAR,10,9,0.17407765595569785,3.0303030303030303,0.9696969696969697,0.0,0.0,0.0,0.0
X5196,mode,MAR,10,9,0.41702882811414954,17.391304347826086,0.8260869565217391,0.0,0.0,0.0,0.0
X5220,mode,MAR,10,9,0.4016096644512494,16.129032258064516,0.8387096774193549,0.0,0.0,0.0,0.0
X5226,mode,MAR,10,9,0.5345224838248488,28.57142857142857,0.7142857142857143,0.7142857142857143,1.0,0.8333333333333333,0.0
X4654,mode,MAR,10,10,0.0,0.0,1.0,1.0,1.0,1.0,
X4676,mode,MAR,10,10,0.5345224838248488,28.57142857142857,0.7142857142857143,0.7142857142857143,1.0,0.8333333333333333,0.0
X4729,mode,MAR,10,10,0.6009252125773316,36.11111111111111,0.6388888888888888,0.6388888888888888,1.0,0.7796610169491525,0.0
X4745,mode,MAR,10,10,0.5091750772173156,25.925925925925924,0.7407407407407407,0.7407407407407407,1.0,0.851063829787234,0.0
X4776,mode,MAR,10,10,0.19611613513818404,3.8461538461538463,0.9615384615384616,0.9615384615384616,1.0,0.9803921568627451,0.0
X4780,mode,MAR,10,10,0.0,0.0,1.0,1.0,1.0,1.0,
X4794,mode,MAR,10,10,0.5477225575051661,30.0,0.7,0.7,1.0,0.8235294117647058,0.0
X4827,mode,MAR,10,10,0.0,0.0,1.0,1.0,1.0,1.0,
X4828,mode,MAR,10,10,0.45022516889074815,20.27027027027027,0.7972972972972973,0.7972972972972973,1.0,0.8872180451127819,0.0
X4954,mode,MAR,10,10,0.3834824944236852,14.705882352941178,0.8529411764705882,0.8529411764705882,1.0,0.9206349206349206,0.0
X5132,mode,MAR,10,10,0.26413527189768715,6.976744186046512,0.9302325581395349,0.0,0.0,0.0,0.0
