Question,Method,Type,Percent,Iter,RMSE,Mean Percent Bias,Accuracy,Precision,Recall,F1 score,Matthews Correlation
Q_2876,xgb,MCAR,30,3,0.5055250296034367,12.222222222222221,0.7444444444444445,0.7424242424242424,0.8909090909090909,0.8099173553719008,0.4466852862836322
Q_2890,xgb,MCAR,30,3,0.5331139899831832,7.368421052631578,0.7157894736842105,0.868421052631579,0.7951807228915663,0.8301886792452831,-0.031686212526223896
Q_2919,xgb,MCAR,30,3,0.3476767476825577,9.89010989010989,0.8791208791208791,0.8809523809523809,0.9866666666666667,0.9308176100628931,0.5166666666666667
Q_3089,xgb,MCAR,30,3,0.2340822943922611,0.0,0.9452054794520548,0.0,0.0,0.0,-0.028169014084507043
Q_3144,xgb,MCAR,30,3,0.531609533071195,4.3478260869565215,0.717391304347826,0.35294117647058826,0.2857142857142857,0.3157894736842105,0.141429725107704
Q_3145,xgb,MCAR,30,3,0.6666666666666666,13.333333333333334,0.5555555555555556,0.6585365853658537,0.5094339622641509,0.574468085106383,0.12948049711528867
Q_3153,xgb,MCAR,30,3,0.546672273590534,6.896551724137931,0.7011494252873564,0.15789473684210525,0.23076923076923078,0.1875,0.012557675108666915
Q_3166,xgb,MCAR,30,3,0.5027397465361703,12.087912087912088,0.7472527472527473,0.4,0.19047619047619047,0.25806451612903225,0.1411300658019085
Q_3169,xgb,MCAR,30,3,0.5477225575051661,10.0,0.7,0.5789473684210527,0.4074074074074074,0.4782608695652174,0.2849735347950477
Q_2265,xgb,MCAR,30,4,0.5026246899500346,2.1052631578947367,0.7473684210526316,0.7962962962962963,0.7678571428571429,0.7818181818181819,0.48250326738062643
Q_2300,xgb,MCAR,30,4,0.6521405955174383,3.4482758620689653,0.5747126436781609,0.6136363636363636,0.574468085106383,0.5934065934065934,0.14899333085748234
Q_2322,xgb,MCAR,30,4,0.5487032611687344,8.60215053763441,0.6989247311827957,0.6949152542372882,0.803921568627451,0.7454545454545455,0.3878652317346263
Q_2347,xgb,MCAR,30,4,0.4395245364957663,5.681818181818182,0.8068181818181818,0.8641975308641975,0.9210526315789473,0.89171974522293,0.005562513048019543
Q_2841,xgb,MCAR,30,4,0.5705974021574557,11.627906976744185,0.6744186046511628,0.8421052631578947,0.7164179104477612,0.7741935483870968,0.21301385439255824
Q_2868,xgb,MCAR,30,4,0.2958039891549808,1.25,0.9125,0.948051948051948,0.9605263157894737,0.954248366013072,-0.04528334128517262
Q_2876,xgb,MCAR,30,4,0.5540132607341696,8.91089108910891,0.693069306930693,0.7058823529411765,0.8135593220338984,0.7559055118110236,0.3545228240398585
Q_2890,xgb,MCAR,30,4,0.49354811679282456,6.41025641025641,0.7564102564102564,0.8285714285714286,0.8923076923076924,0.8592592592592593,-0.03779644730092273
Q_2919,xgb,MCAR,30,4,0.4338609156373123,2.3529411764705883,0.8117647058823529,0.9014084507042254,0.8767123287671232,0.8888888888888888,0.2754151828862556
Q_3089,xgb,MCAR,30,4,0.1796053020267749,1.0752688172043012,0.967741935483871,0.0,0.0,0.0,-0.015456116693379658
Q_3144,xgb,MCAR,30,4,0.4370483222197017,10.112359550561797,0.8089887640449438,0.5555555555555556,0.2777777777777778,0.37037037037037035,0.29502224289798173
Q_3145,xgb,MCAR,30,4,0.5374838498865699,8.88888888888889,0.7111111111111111,0.7017543859649122,0.8163265306122449,0.7547169811320755,0.4151348263314438
Q_3153,xgb,MCAR,30,4,0.4725473213063284,0.9708737864077669,0.7766990291262136,0.3333333333333333,0.35294117647058826,0.34285714285714286,0.20861003324979188
Q_3166,xgb,MCAR,30,4,0.4667138118571357,1.9801980198019802,0.7821782178217822,0.5454545454545454,0.5,0.5217391304347826,0.38166315163627457
Q_3169,xgb,MCAR,30,4,0.5537749241945383,9.333333333333334,0.6933333333333334,0.5294117647058824,0.375,0.43902439024390244,0.24304242790820021
Q_2265,xgb,MCAR,30,5,0.48947250518628044,11.458333333333332,0.7604166666666666,0.8723404255319149,0.7068965517241379,0.780952380952381,0.5370721175074478
Q_2300,xgb,MCAR,30,5,0.5669467095138409,3.571428571428571,0.6785714285714286,0.6923076923076923,0.6428571428571429,0.6666666666666666,0.35805743701971643
Q_2322,xgb,MCAR,30,5,0.47809144373375745,2.857142857142857,0.7714285714285715,0.8055555555555556,0.7631578947368421,0.7837837837837838,0.542625867386862
Q_2347,xgb,MCAR,30,5,0.41649656391752143,3.061224489795918,0.826530612244898,0.8888888888888888,0.9195402298850575,0.903954802259887,0.012046968725545984
Q_2841,xgb,MCAR,30,5,0.44280744277004763,1.9607843137254901,0.803921568627451,0.872093023255814,0.8928571428571429,0.8823529411764706,0.2953415070026265
Q_2868,xgb,MCAR,30,5,0.25677629550654774,0.0,0.9340659340659341,0.9659090909090909,0.9659090909090909,0.9659090909090909,-0.03409090909090909
Q_2876,xgb,MCAR,30,5,0.5935256753272998,5.681818181818182,0.6477272727272727,0.7592592592592593,0.6949152542372882,0.7256637168141593,0.23809545637843813
Q_2890,xgb,MCAR,30,5,0.4420433223684922,8.045977011494253,0.8045977011494253,0.8536585365853658,0.9333333333333333,0.89171974522293,-0.09877295966495897
Q_2919,xgb,MCAR,30,5,0.26413527189768715,0.0,0.9302325581395349,0.96,0.96,0.96,0.6872727272727273
Q_3089,xgb,MCAR,30,5,0.21081851067789195,0.0,0.9555555555555556,0.0,0.0,0.0,-0.022727272727272728
Q_3144,xgb,MCAR,30,5,0.5806972553108731,5.813953488372093,0.6627906976744186,0.3684210526315789,0.2916666666666667,0.32558139534883723,0.10608089821262104
